Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min_Salary,Max_Salary,Min_Emp,Max_emp
Data Scientist,$90 -$109  (Glassdoor est.),4.2,Upstart,"San Mateo, CA","San Mateo, CA",201to500 ,2012.0,Company - Private,Lending,Finance,75000000.0,,90000.0,109000.0,201.0,500.0
Data Analyst,$90 -$109  (Glassdoor est.),4.5,Envision LLC,"San Francisco, CA","Saint Louis, MO",201to500 ,1994.0,Company - Private,Staffing & Outsourcing,Business Services,50000000.0,,90000.0,109000.0,201.0,500.0
Data Engineer,$90 -$109  (Glassdoor est.),4.8,AppLovin,"Palo Alto, CA","Palo Alto, CA",201to500 ,2012.0,Company - Private,Video Games,Media,40000000.0,,90000.0,109000.0,201.0,500.0
Data Integration and Modeling Engineer,$90 -$109  (Glassdoor est.),3.8,ISO New England,"Holyoke, MA","Holyoke, MA",501to1000 ,1997.0,Nonprofit Organization,Utilities,"Oil, Gas, Energy & Utilities",30000000.0,,90000.0,109000.0,501.0,1000.0
Tableau Data Engineer 20-0117,$90 -$109  (Glassdoor est.),3.7,Relativity,"Chicago, IL","Chicago, IL",1001to5000 ,2001.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,20000000.0,,90000.0,109000.0,1001.0,5000.0
Senior Data Scientist,$90 -$109  (Glassdoor est.),3.3,Tempo Automation,"San Francisco, CA","San Francisco, CA",51to200 ,2013.0,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,10000000.0,,90000.0,109000.0,51.0,200.0
AI Data Scientist,$90 -$109  (Glassdoor est.),3.3,MITRE,"McLean, VA","Bedford, MA",5001to10000 ,1958.0,Nonprofit Organization,Federal Agencies,Government,2000000000.0,"Battelle, General Atomics, SAIC",90000.0,109000.0,5001.0,10000.0
Machine Learning Engineer,$90 -$109  (Glassdoor est.),5.0,"Expedition Technology, Inc.","Herndon, VA","Dulles, VA",1to50 ,2013.0,Company - Private,Aerospace & Defense,Aerospace & Defense,25000000.0,,90000.0,109000.0,1.0,50.0
Research Scientist Patient Preferences (Remote),$90 -$109  (Glassdoor est.),3.8,Evidera,"Bethesda, MD","Bethesda, MD",501to1000 ,2013.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,"IQVIA, ICON",90000.0,109000.0,501.0,1000.0
Data Scientist,$90 -$109  (Glassdoor est.),3.4,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1001to5000 ,1982.0,Company - Private,Insurance Carriers,Insurance,25000000.0,"Arbella Insurance, Safety Insurance",90000.0,109000.0,1001.0,5000.0
Scientist - Biomarker and Flow Cytometry,$90 -$109  (Glassdoor est.),2.4,Crown Bioscience,"San Diego, CA","San Diego, CA",501to1000 ,2006.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100000000.0,,90000.0,109000.0,501.0,1000.0
Data Scientist,$90 -$109  (Glassdoor est.),2.9,GNS Healthcare,"Cambridge, MA","Cambridge, MA",51to200 ,2000.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,25000000.0,,90000.0,109000.0,51.0,200.0
Analytics Manager,$90 -$109  (Glassdoor est.),4.4,OneMagnify,"Dearborn, MI","Detroit, MI",201to500 ,1967.0,Company - Private,Advertising & Marketing,Business Services,50000000.0,,90000.0,109000.0,201.0,500.0
Data Scientist,$90 -$109  (Glassdoor est.),2.9,SPECTRUM,"Maryland Heights, MO","Stamford, CT",10000+ ,2016.0,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,75000000.0,,90000.0,109000.0,10000.0,
Staff Scientist- Upstream PD,$90 -$109  (Glassdoor est.),2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201to500 ,1961.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100000000.0,,90000.0,109000.0,201.0,500.0
Data Engineer,$90 -$109  (Glassdoor est.),4.2,Procore Technologies,"Carpinteria, CA","Carpinteria, CA",1001to5000 ,2002.0,Company - Private,Computer Hardware & Software,Information Technology,300000000.0,,90000.0,109000.0,1001.0,5000.0
Sr Scientist - Extractables & Leachables,$90 -$109  (Glassdoor est.),3.5,Ritedose,"Columbia, SC","Columbia, SC",201to500 ,1995.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,,90000.0,109000.0,201.0,500.0
ELISA RESEARCH SCIENTIST (CV-15),$90 -$109  (Glassdoor est.),,Covid-19 Search Partners,"Hauppauge, NY",,,,,,,2750000000.0,,90000.0,109000.0,,
Sr Data Scientist,$90 -$109  (Glassdoor est.),4.2,bioMérieux,"Saint Louis, MO","Marcy-l'Etoile, France",10000+ ,1963.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,5000000000.0,,90000.0,109000.0,10000.0,
Data Scientist,$101 -$165  (Glassdoor est.),4.5,Novetta,"Herndon, VA","Mc Lean, VA",501to1000 ,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,500000000.0,"Leidos, CACI International, Booz Allen Hamilton",101000.0,165000.0,501.0,1000.0
Experienced Data Scientist,$101 -$165  (Glassdoor est.),4.4,Guzman & Griffin Technologies (GGTI),"Washington, DC","Mays Landing, NJ",1to50 ,1997.0,Company - Private,Federal Agencies,Government,500000000.0,,101000.0,165000.0,1.0,50.0
Machine Learning Engineer,$101 -$165  (Glassdoor est.),,Radical Convergence,"Reston, VA",,,,,,,500000000.0,,101000.0,165000.0,,
Data Scientist,$101 -$165  (Glassdoor est.),3.5,Leidos,"Fort Meade, MD","Reston, VA",10000+ ,1969.0,Company - Public,Aerospace & Defense,Aerospace & Defense,500000000.0,,101000.0,165000.0,10000.0,
Data Scientist,$101 -$165  (Glassdoor est.),4.5,Demandbase,"San Francisco, CA","San Francisco, CA",201to500 ,2006.0,Company - Private,Computer Hardware & Software,Information Technology,500000000.0,"Engagio, Bombora, Terminus",101000.0,165000.0,201.0,500.0
Say Business Data Analyst,$101 -$165  (Glassdoor est.),4.1,Shelter Insurance,"Columbia, MO","Columbia, MO",1001to5000 ,1946.0,Company - Private,Insurance Carriers,Insurance,2000000000.0,,101000.0,165000.0,1001.0,5000.0
Geospatial Data Scientist,$101 -$165  (Glassdoor est.),3.5,Maxar Technologies,"Chantilly, VA","Westminster, CO",5001to10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,,101000.0,165000.0,5001.0,10000.0
Data Analyst,$101 -$165  (Glassdoor est.),2.7,USAC,"Washington, DC","Washington, DC",501to1000 ,1997.0,Nonprofit Organization,Telecommunications Services,Telecommunications,50000000.0,,101000.0,165000.0,501.0,1000.0
Computational Scientist,$101 -$165  (Glassdoor est.),3.4,General Dynamics Information Technology,"Vicksburg, MS","Fairfax, VA",10000+ ,1996.0,Subsidiary or Business Segment,IT Services,Information Technology,1700000000.0,"SAIC, Leidos, Northrop Grumman",101000.0,165000.0,10000.0,
Data Scientist,$101 -$165  (Glassdoor est.),4.4,Offerpad,"Chandler, AZ","Chandler, AZ",201to500 ,2015.0,Company - Private,Real Estate,Real Estate,3350000000.0,,101000.0,165000.0,201.0,500.0
Senior Data Analyst,$101 -$165  (Glassdoor est.),4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001to10000 ,1982.0,Company - Public,Computer Hardware & Software,Information Technology,5000000000.0,,101000.0,165000.0,5001.0,10000.0
Senior Data Analyst,$101 -$165  (Glassdoor est.),4.2,Autodesk,"San Francisco, CA","Herndon, VA",5001to10000 ,1968.0,Company - Public,Research & Development,Business Services,2000000000.0,,101000.0,165000.0,5001.0,10000.0
Data Engineer,$101 -$165  (Glassdoor est.),3.5,Magna International Inc.,"Birmingham, AL","Aurora, Canada",10000+ ,1957.0,Company - Public,,,1250000000.0,"Bosch, Lear Corporation, Faurecia",101000.0,165000.0,10000.0,
Sr Data Analyst,$101 -$165  (Glassdoor est.),2.3,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001to5000 ,2003.0,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,"Covance, ICON",101000.0,165000.0,1001.0,5000.0
Data Scientist,$101 -$165  (Glassdoor est.),3.4,Kelly,"Chicago, IL","Troy, MI",5001to10000 ,1946.0,Company - Public,Staffing & Outsourcing,Business Services,10000000000.0,"Adecco, ManpowerGroup, Allegis Corporation",101000.0,165000.0,5001.0,10000.0
"Machine Learning Scientist - Bay Area, CA",$101 -$165  (Glassdoor est.),3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501to1000 ,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,5250000000.0,,101000.0,165000.0,501.0,1000.0
Data Scientist,$101 -$165  (Glassdoor est.),4.7,C3.ai,"Redwood City, CA","Redwood City, CA",201to500 ,2009.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,500000000.0,"GE Digital, Palantir Technologies, Uptake",101000.0,165000.0,201.0,500.0
Senior Data Scientist - Algorithms,$101 -$165  (Glassdoor est.),3.9,Quartet Health,"New York, NY","New York, NY",201to500 ,2014.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,1250000000.0,,101000.0,165000.0,201.0,500.0
Data Analyst,$101 -$165  (Glassdoor est.),3.3,Midland Credit Management,"San Diego, CA","San Diego, CA",1001to5000 ,1953.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,2000000000.0,PRA Group,101000.0,165000.0,1001.0,5000.0
Senior Data & Machine Learning Scientist,$101 -$165  (Glassdoor est.),3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501to1000 ,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1050000000.0,,101000.0,165000.0,501.0,1000.0
Data Engineer,$101 -$165  (Glassdoor est.),4.4,Resurgent Capital Services,"Cincinnati, OH","Greenville, SC",201to500 ,1998.0,Company - Private,Venture Capital & Private Equity,Finance,100000000.0,,101000.0,165000.0,201.0,500.0
"Data Scientist - Statistics, Early Career",$56 -$97  (Glassdoor est.),3.7,PNNL,"Richland, WA","Richland, WA",1001to5000 ,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",1000000000.0,"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",56000.0,97000.0,1001.0,5000.0
Data Scientist,$56 -$97  (Glassdoor est.),3.5,Buckman,"Memphis, TN","Memphis, TN",1001to5000 ,1945.0,Company - Private,Chemical Manufacturing,Manufacturing,1000000000.0,,56000.0,97000.0,1001.0,5000.0
Machine Learning Engineer,$56 -$97  (Glassdoor est.),3.6,Buckman,"Memphis, TN","Arlington, VA",501to1000 ,1967.0,Nonprofit Organization,Federal Agencies,Government,100000000.0,,56000.0,97000.0,501.0,1000.0
Research Scientist - Patient-Centered Research (Remote),$56 -$97  (Glassdoor est.),3.8,Evidera,"Bethesda, MD","Bethesda, MD",501to1000 ,2013.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,"IQVIA, ICON",56000.0,97000.0,501.0,1000.0
Jr. Business Data Analyst (position added 6/12/2020),$56 -$97  (Glassdoor est.),4.7,webfx.com,"Harrisburg, PA","Harrisburg, PA",201to500 ,1997.0,Company - Private,Advertising & Marketing,Business Services,50000000.0,,56000.0,97000.0,201.0,500.0
Sr. Data Scientist II,$56 -$97  (Glassdoor est.),3.5,Argo Group US,"New York, NY","Hamilton, Bermuda",1001to5000 ,1948.0,Company - Public,Insurance Carriers,Insurance,2000000000.0,,56000.0,97000.0,1001.0,5000.0
Data Scientist,$56 -$97  (Glassdoor est.),3.3,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",5001to10000 ,1850.0,Company - Public,Aerospace & Defense,Aerospace & Defense,1000000000.0,,56000.0,97000.0,5001.0,10000.0
Senior Data Analyst,$56 -$97  (Glassdoor est.),3.9,Life360,"San Francisco, CA","San Francisco, CA",51to200 ,2008.0,Company - Public,Internet,Information Technology,833333333.3333334,,56000.0,97000.0,51.0,200.0
Lead Data Scientist,$56 -$97  (Glassdoor est.),3.7,MassMutual,"Boston, MA","Springfield, MA",5001to10000 ,1851.0,Company - Private,Insurance Carriers,Insurance,666666666.6666667,,56000.0,97000.0,5001.0,10000.0
Production Engineer - Statistics/Data Analysis,$56 -$97  (Glassdoor est.),3.9,Natera,"San Carlos, CA","San Carlos, CA",501to1000 ,2004.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,"Genomic Health, 23andMe, Illumina",56000.0,97000.0,501.0,1000.0
Statistical Scientist,$56 -$97  (Glassdoor est.),4.0,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ ,1976.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,300000000.0,,56000.0,97000.0,10000.0,
Computational Behavioral Scientist,$56 -$97  (Glassdoor est.),4.2,Ntrepid,"Herndon, VA","Herndon, VA",201to500 ,2010.0,Company - Private,IT Services,Information Technology,100000000.0,"Bromium, FireEye, Authentic8",56000.0,97000.0,201.0,500.0
Principal Data Scientist - Machine Learning,$56 -$97  (Glassdoor est.),3.6,Constant Contact,"Waltham, MA","Waltham, MA",Unknown,1995.0,Subsidiary or Business Segment,Advertising & Marketing,Business Services,150000000.0,"Drip, iContact, Mailchimp",56000.0,97000.0,,
Principal Machine Learning Scientist,$56 -$97  (Glassdoor est.),4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",501to1000 ,1999.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,200000000.0,,56000.0,97000.0,501.0,1000.0
Data Engineer,$56 -$97  (Glassdoor est.),4.1,Shape Security,"Santa Clara, CA","Mountain View, CA",51to200 ,2011.0,Company - Private,IT Services,Information Technology,250000000.0,,56000.0,97000.0,51.0,200.0
Principal Data Scientist,$56 -$97  (Glassdoor est.),4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,300000000.0,"Roche, GlaxoSmithKline, Novartis",56000.0,97000.0,10000.0,
Data Scientist,$56 -$97  (Glassdoor est.),5.0,SkillSoniq,"San Francisco, CA","Jersey City, NJ",Unknown,,Company - Public,,,350000000.0,,56000.0,97000.0,,
Senior Data Scientist - R&D Oncology,$56 -$97  (Glassdoor est.),4.0,AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ ,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,400000000.0,"Roche, GlaxoSmithKline, Novartis",56000.0,97000.0,10000.0,
Data Scientist,$56 -$97  (Glassdoor est.),4.3,Joby Aviation,"San Carlos, CA","Santa Cruz, CA",51to200 ,,Company - Private,,,450000000.0,,56000.0,97000.0,51.0,200.0
"Health Plan Data Analyst, Sr",$56 -$97  (Glassdoor est.),3.8,Cook Children's Health Care System,"Fort Worth, TX","Fort Worth, TX",5001to10000 ,1918.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,500000000.0,"Children's Health, Texas Health Resources, Baylor Scott & White Health",56000.0,97000.0,5001.0,10000.0
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",$56 -$97  (Glassdoor est.),3.8,Rubius Therapeutics,"Smithfield, RI","Cambridge, MA",201to500 ,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,,56000.0,97000.0,201.0,500.0
Analytics - Business Assurance Data Analyst,$56 -$97  (Glassdoor est.),4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501to1000 ,1992.0,Company - Private,Lending,Finance,500000000.0,,56000.0,97000.0,501.0,1000.0
Data Scientist - Contract,$79 -$106  (Glassdoor est.),4.1,Upside Business Travel,Remote,"Washington, DC",51to200 ,2015.0,Company - Private,Internet,Information Technology,262500000.0,,79000.0,106000.0,51.0,200.0
Data Scientist,$79 -$106  (Glassdoor est.),3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51to200 ,1992.0,Company - Private,Advertising & Marketing,Business Services,25000000.0,,79000.0,106000.0,51.0,200.0
Data Scientist,$79 -$106  (Glassdoor est.),4.1,Coverent,"McLean, VA","McLean, VA",51to200 ,2008.0,Company - Private,Consulting,Business Services,25000000.0,,79000.0,106000.0,51.0,200.0
Machine Learning Engineer,$79 -$106  (Glassdoor est.),3.7,Mteq,"Fort Belvoir, VA","Lorton, VA",501to1000 ,1954.0,Company - Public,Aerospace & Defense,Aerospace & Defense,500000000.0,"Harris, Fibertek",79000.0,106000.0,501.0,1000.0
Data Engineer,$79 -$106  (Glassdoor est.),4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51to200 ,2008.0,Company - Private,Computer Hardware & Software,Information Technology,100000000.0,,79000.0,106000.0,51.0,200.0
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",$79 -$106  (Glassdoor est.),3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ ,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1050000000.0,,79000.0,106000.0,10000.0,
Data Engineer,$79 -$106  (Glassdoor est.),3.6,Alion Science & Technology,"Linthicum Heights, MD","Mc Lean, VA",1001to5000 ,2001.0,Company - Private,Research & Development,Business Services,2000000000.0,,79000.0,106000.0,1001.0,5000.0
Data Science Instructor,$79 -$106  (Glassdoor est.),4.5,Novetta,"Herndon, VA","Mc Lean, VA",501to1000 ,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,500000000.0,"Leidos, CACI International, Booz Allen Hamilton",79000.0,106000.0,501.0,1000.0
Senior Business Intelligence Analyst,$79 -$106  (Glassdoor est.),3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",1001to5000 ,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,500000000.0,,79000.0,106000.0,1001.0,5000.0
In-Line Inspection Data Analyst,$79 -$106  (Glassdoor est.),2.9,Quest Integrity,"Tulsa, OK","Kent, WA",201to500 ,1996.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",100000000.0,,79000.0,106000.0,201.0,500.0
Data Scientist - TS/SCI FSP or CI Required,$79 -$106  (Glassdoor est.),5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1to50 ,2011.0,Company - Private,IT Services,Information Technology,5000000.0,,79000.0,106000.0,1.0,50.0
Data Scientist,$79 -$106  (Glassdoor est.),3.4,Dice.com,"Newton, MA","Denver, CO",201to500 ,1990.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,500000000.0,"Monster Worldwide, CareerBuilder, Craigslist",79000.0,106000.0,201.0,500.0
Senior Data Scientist,$79 -$106  (Glassdoor est.),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001to10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,,79000.0,106000.0,5001.0,10000.0
Data Scientist - TS/SCI Required,$79 -$106  (Glassdoor est.),5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1to50 ,2011.0,Company - Private,IT Services,Information Technology,5000000.0,,79000.0,106000.0,1.0,50.0
Data Science Software Engineer,$79 -$106  (Glassdoor est.),4.8,Klaviyo,"Boston, MA","Boston, MA",201to500 ,2012.0,Company - Private,Computer Hardware & Software,Information Technology,502500000.0,,79000.0,106000.0,201.0,500.0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$79 -$106  (Glassdoor est.),3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001to5000 ,1947.0,Nonprofit Organization,Research & Development,Business Services,1000000000.0,"Los Alamos National Laboratory, Battelle, SRI International",79000.0,106000.0,1001.0,5000.0
AI Ops Data Scientist,$79 -$106  (Glassdoor est.),4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,750000000.0,"Roche, GlaxoSmithKline, Novartis",79000.0,106000.0,10000.0,
"Intelligence Data Analyst, Senior",$79 -$106  (Glassdoor est.),4.3,The Buffalo Group,"Fort Belvoir, VA","Reston, VA",501to1000 ,2010.0,Company - Private,IT Services,Information Technology,500000000.0,"ManTech, Booz Allen Hamilton, Leidos",79000.0,106000.0,501.0,1000.0
Analytics Manager - Data Mart,$79 -$106  (Glassdoor est.),3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501to1000 ,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1000000000.0,,79000.0,106000.0,501.0,1000.0
Data Modeler (Analytical Systems),$79 -$106  (Glassdoor est.),3.7,MassMutual,"Boston, MA","Springfield, MA",5001to10000 ,1851.0,Company - Private,Insurance Carriers,Insurance,875000000.0,,79000.0,106000.0,5001.0,10000.0
"Senior Machine Learning Scientist - Bay Area, CA",$79 -$106  (Glassdoor est.),3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501to1000 ,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,750000000.0,,79000.0,106000.0,501.0,1000.0
Report Writer-Data Analyst,$79 -$106  (Glassdoor est.),3.1,Security Finance Corporation of Spartanburg,"Spartanburg, SC","Spartanburg, SC",1001to5000 ,1955.0,Company - Private,Lending,Finance,625000000.0,,79000.0,106000.0,1001.0,5000.0
Data Scientist/Machine Learning,$71 -$123  (Glassdoor est.),4.3,PulsePoint,"New York, NY","New York, NY",51to200 ,2011.0,Company - Private,Internet,Information Technology,500000000.0,"Crossix Solutions Inc., AppNexus, The Trade Desk",71000.0,123000.0,51.0,200.0
Data Scientist - Risk,$71 -$123  (Glassdoor est.),4.2,LSQ,"Orlando, FL","Orlando, FL",51to200 ,1996.0,Company - Private,Investment Banking & Asset Management,Finance,500000000.0,,71000.0,123000.0,51.0,200.0
Data Engineer,$71 -$123  (Glassdoor est.),4.4,Resurgent Capital Services,"Cincinnati, OH","Greenville, SC",201to500 ,1998.0,Company - Private,Venture Capital & Private Equity,Finance,100000000.0,,71000.0,123000.0,201.0,500.0
Staff Data Scientist - Pricing,$71 -$123  (Glassdoor est.),3.6,Opendoor,"San Francisco, CA","San Francisco, CA",501to1000 ,2014.0,Company - Private,Real Estate,Real Estate,5000000000.0,,71000.0,123000.0,501.0,1000.0
Data Scientist,$71 -$123  (Glassdoor est.),4.5,Global Data Management Inc,"Hartford, CT","Woodbridge, NJ",51to200 ,2008.0,Company - Private,IT Services,Information Technology,10000000.0,,71000.0,123000.0,51.0,200.0
Data Scientist,$71 -$123  (Glassdoor est.),3.0,Photon Infotech,"Chicago, IL","Chennai, India",1001to5000 ,1999.0,Company - Private,IT Services,Information Technology,500000000.0,,71000.0,123000.0,1001.0,5000.0
Data Scientist,$71 -$123  (Glassdoor est.),5.0,REE,United States,"Tel Aviv-Yafo, Israel",51to200 ,2018.0,Company - Private,Transportation Equipment Manufacturing,Manufacturing,300000000.0,,71000.0,123000.0,51.0,200.0
Machine Learning Engineer,$71 -$123  (Glassdoor est.),3.6,Riverside Research Institute,"Beavercreek, OH","Arlington, VA",501to1000 ,1967.0,Nonprofit Organization,Federal Agencies,Government,100000000.0,,71000.0,123000.0,501.0,1000.0
Equity Data Insights Analyst - Quantitative Analyst,$71 -$123  (Glassdoor est.),3.6,T. Rowe Price,"Baltimore, MD","Baltimore, MD",5001to10000 ,1937.0,Company - Public,Investment Banking & Asset Management,Finance,5000000000.0,,71000.0,123000.0,5001.0,10000.0
Data Scientist,$71 -$123  (Glassdoor est.),,"Encode, Inc.","Norfolk, VA","Manalapan, NJ",1to50 ,,Company - Private,IT Services,Information Technology,10000000.0,,71000.0,123000.0,1.0,50.0
Research Scientist - Patient-Centered Research (Remote),$71 -$123  (Glassdoor est.),3.8,Evidera,"Bethesda, MD","Bethesda, MD",501to1000 ,2013.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,"IQVIA, ICON",71000.0,123000.0,501.0,1000.0
Data Scientist,$71 -$123  (Glassdoor est.),3.3,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",5001to10000 ,1850.0,Company - Public,Aerospace & Defense,Aerospace & Defense,1000000000.0,,71000.0,123000.0,5001.0,10000.0
Operations Data Analyst,$71 -$123  (Glassdoor est.),3.8,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001to5000 ,2017.0,Company - Public,Insurance Carriers,Insurance,1500000000.0,,71000.0,123000.0,1001.0,5000.0
Sr. Data Scientist II,$71 -$123  (Glassdoor est.),3.5,Argo Group US,"New York, NY","Hamilton, Bermuda",1001to5000 ,1948.0,Company - Public,Insurance Carriers,Insurance,2000000000.0,,71000.0,123000.0,1001.0,5000.0
Data Scientist,$71 -$123  (Glassdoor est.),3.3,II-VI Incorporated,"Champaign, IL","Saxonburg, PA",10000+ ,1971.0,Company - Public,Telecommunications Manufacturing,Telecommunications,2000000000.0,"Lumentum Operations, Keysight Technologies, O-Net Technologies",71000.0,123000.0,10000.0,
Data Scientist,$71 -$123  (Glassdoor est.),4.6,Surya Systems,"San Francisco, CA","Bristol, PA",1to50 ,,Company - Private,Computer Hardware & Software,Information Technology,1610000000.0,,71000.0,123000.0,1.0,50.0
Data Scientist,$71 -$123  (Glassdoor est.),3.8,PayPal,Texas,"San Jose, CA",10000+ ,1998.0,Company - Public,Internet,Information Technology,1220000000.0,"Square, Amazon, Apple",71000.0,123000.0,10000.0,
Senior Data Analyst,$71 -$123  (Glassdoor est.),3.9,Life360,"San Francisco, CA","San Francisco, CA",51to200 ,2008.0,Company - Public,Internet,Information Technology,830000000.0,,71000.0,123000.0,51.0,200.0
Data Scientist,$71 -$123  (Glassdoor est.),3.9,Predictive Research Inc,"Plano, TX","Bangalore, India",1to50 ,,Company - Private,Consulting,Business Services,440000000.0,,71000.0,123000.0,1.0,50.0
Data Scientist,$90 -$124  (Glassdoor est.),4.7,Oversight Systems,"Atlanta, GA","Atlanta, GA",51to200 ,2003.0,Company - Private,Computer Hardware & Software,Information Technology,50000000.0,,90000.0,124000.0,51.0,200.0
Senior Research Statistician- Data Scientist,$90 -$124  (Glassdoor est.),4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, WI",1001to5000 ,1925.0,Company - Private,Insurance Carriers,Insurance,2000000000.0,,90000.0,124000.0,1001.0,5000.0
Software Data Engineer,$90 -$124  (Glassdoor est.),3.1,1010data,"New York, NY","New York, NY",201to500 ,2000.0,Company - Private,Computer Hardware & Software,Information Technology,100000000.0,,90000.0,124000.0,201.0,500.0
Data Scientist,$90 -$124  (Glassdoor est.),3.6,Gigya,"Palo Alto, CA","Mountain View, CA",201to500 ,2006.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,25000000.0,,90000.0,124000.0,201.0,500.0
Real World Evidence (RWE) Scientist,$90 -$124  (Glassdoor est.),5.0,Genesis Research,"Hoboken, NJ","Hoboken, NJ",1to50 ,2009.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,25000000.0,,90000.0,124000.0,1.0,50.0
Data Scientist,$90 -$124  (Glassdoor est.),3.7,Sanofi,"Cambridge, MA","Paris, France",10000+ ,1973.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,25000000.0,"Pfizer, GlaxoSmithKline",90000.0,124000.0,10000.0,
Data Scientist,$90 -$124  (Glassdoor est.),3.7,XPO Logistics,"Lebanon, IN","Greenwich, CT",10000+ ,2011.0,Company - Public,Transportation Management,Transportation & Logistics,25000000.0,"DHL Supply Chain, UPS, FedEx",90000.0,124000.0,10000.0,
