Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min_Salary,Max_Salary,Min_Emp,Max_emp
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$112 -$116  (Glassdoor est.),3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001to5000 ,1947.0,Nonprofit Organization,Research & Development,Business Services,1000000000.0,"Los Alamos National Laboratory, Battelle, SRI International",112000.0,116000.0,1001.0,5000.0
Data Scientist,$112 -$116  (Glassdoor est.),4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",51to200 ,2008.0,Company - Private,Consulting,Business Services,928571428.5714285,,112000.0,116000.0,51.0,200.0
Data Science Software Engineer,$112 -$116  (Glassdoor est.),4.8,Klaviyo,"Boston, MA","Boston, MA",201to500 ,2012.0,Company - Private,Computer Hardware & Software,Information Technology,857142857.1428571,,112000.0,116000.0,201.0,500.0
AI Ops Data Scientist,$112 -$116  (Glassdoor est.),4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,785714285.7142857,"Roche, GlaxoSmithKline, Novartis",112000.0,116000.0,10000.0,
Data Scientist,$112 -$116  (Glassdoor est.),4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",51to200 ,,Company - Private,,,714285714.2857143,,112000.0,116000.0,51.0,200.0
Data Scientist,$112 -$116  (Glassdoor est.),3.2,Perspecta,"Adelphi, MD","Chantilly, VA",10000+ ,2018.0,Company - Public,Aerospace & Defense,Aerospace & Defense,642857142.8571428,,112000.0,116000.0,10000.0,
Data Scientist,$112 -$116  (Glassdoor est.),4.5,Smith Hanley Associates,"Washington, DC","New York, 061",1to50 ,1980.0,Company - Private,Staffing & Outsourcing,Business Services,571428571.4285715,"Kforce, PageGroup, Robert Half",112000.0,116000.0,1.0,50.0
Scientist - Machine Learning,$112 -$116  (Glassdoor est.),3.5,Allen Institute,"Seattle, WA","Seattle, WA",201to500 ,2003.0,Nonprofit Organization,Research & Development,Business Services,500000000.0,,112000.0,116000.0,201.0,500.0
Data Scientist,$112 -$116  (Glassdoor est.),4.4,Eliassen Group,"Plano, TX","Reading, MA",1001to5000 ,1989.0,Company - Private,Staffing & Outsourcing,Business Services,500000000.0,"TEKsystems, Kforce, Randstad US",112000.0,116000.0,1001.0,5000.0
Data Scientist,$112 -$116  (Glassdoor est.),3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",1to50 ,2001.0,Company - Private,Staffing & Outsourcing,Business Services,5000000.0,,112000.0,116000.0,1.0,50.0
Sr. Data Scientist,$112 -$116  (Glassdoor est.),3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",201to500 ,2011.0,Company - Private,Travel Agencies,Travel & Tourism,52500000.0,,112000.0,116000.0,201.0,500.0
Data Scientist,$112 -$116  (Glassdoor est.),3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",1001to5000 ,1999.0,Company - Private,IT Services,Information Technology,100000000.0,,112000.0,116000.0,1001.0,5000.0
Data Scientist,$112 -$116  (Glassdoor est.),3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC",5001to10000 ,1908.0,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",550000000.0,"South Carolina Electric & Gas, Virginia Electric and Power",112000.0,116000.0,5001.0,10000.0
Analytics Manager - Data Mart,$112 -$116  (Glassdoor est.),3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501to1000 ,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1000000000.0,,112000.0,116000.0,501.0,1000.0
Data Modeler (Analytical Systems),$112 -$116  (Glassdoor est.),3.7,MassMutual,"Boston, MA","Springfield, MA",5001to10000 ,1851.0,Company - Private,Insurance Carriers,Insurance,837500000.0,,112000.0,116000.0,5001.0,10000.0
Applied AI Scientist / Engineer,$112 -$116  (Glassdoor est.),5.0,"New Iron Group, Inc.","Boston, MA","Austin, TX",1to50 ,2003.0,Contract,Computer Hardware & Software,Information Technology,675000000.0,,112000.0,116000.0,1.0,50.0
"Data Engineer (Analytics, SQL, Python, AWS)",$112 -$116  (Glassdoor est.),4.0,Travelers,"Hartford, CT","Hartford, CT",10000+ ,1853.0,Company - Public,Insurance Carriers,Insurance,512500000.0,,112000.0,116000.0,10000.0,
Senior Data Analyst - Finance & Platform Analytics,$112 -$116  (Glassdoor est.),3.6,Twitch,"San Francisco, CA","San Francisco, CA",1001to5000 ,2011.0,Subsidiary or Business Segment,Internet,Information Technology,350000000.0,,112000.0,116000.0,1001.0,5000.0
Senior Data Scientist,$110 -$163  (Glassdoor est.),4.8,Klaviyo,"Boston, MA","Boston, MA",201to500 ,2012.0,Company - Private,Computer Hardware & Software,Information Technology,187500000.0,,110000.0,163000.0,201.0,500.0
Market Research Data Scientist,$110 -$163  (Glassdoor est.),3.8,GutCheck,"Denver, CO","Denver, CO",51to200 ,2009.0,Company - Private,Advertising & Marketing,Business Services,25000000.0,"Nielsen, Zappi, SurveyMonkey",110000.0,163000.0,51.0,200.0
IT Partner Digital Health Technology and Data Science,$110 -$163  (Glassdoor est.),3.6,Biogen,"Cambridge, MA","Cambridge, MA",5001to10000 ,1978.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,420000000.0,,110000.0,163000.0,5001.0,10000.0
Data Scientist,$110 -$163  (Glassdoor est.),,HireAi,"San Francisco, CA",,,,,,,815000000.0,,110000.0,163000.0,,
Data Scientist,$110 -$163  (Glassdoor est.),,HireAi,"San Francisco, CA",,,,,,,1210000000.0,,110000.0,163000.0,,
"Senior Machine Learning Scientist - Bay Area, CA",$110 -$163  (Glassdoor est.),3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501to1000 ,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1605000000.0,,110000.0,163000.0,501.0,1000.0
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",$110 -$163  (Glassdoor est.),4.1,Mentor Graphics,"Fremont, CA","Wilsonville, OR",5001to10000 ,1981.0,Company - Public,Computer Hardware & Software,Information Technology,2000000000.0,"Cadence Design Systems, Synopsys, Altium Limited",110000.0,163000.0,5001.0,10000.0
Senior Clinical Data Scientist Programmer,$110 -$163  (Glassdoor est.),3.6,WCG (WIRB-Copernicus Group),"Hamilton, NJ","Princeton, NJ",1001to5000 ,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,,110000.0,163000.0,1001.0,5000.0
Data Engineer,$110 -$163  (Glassdoor est.),4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",51to200 ,2005.0,Company - Private,Federal Agencies,Government,50000000.0,,110000.0,163000.0,51.0,200.0
Computer Vision / Deep Learning Scientist,$110 -$163  (Glassdoor est.),3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501to1000 ,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,200000000.0,,110000.0,163000.0,501.0,1000.0
Data Solutions Engineer - Data Modeler,$110 -$163  (Glassdoor est.),3.4,Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",10000+ ,1912.0,Company - Private,Insurance Carriers,Insurance,350000000.0,"Travelers, Allstate, State Farm",110000.0,163000.0,10000.0,
Data Scientist,$110 -$163  (Glassdoor est.),4.3,Visionary Integration Professionals,"Washington, DC","Folsom, CA",501to1000 ,1996.0,Company - Private,IT Services,Information Technology,500000000.0,"CGI (Nevada), Accenture, Deloitte",110000.0,163000.0,501.0,1000.0
Data Scientist (TS/SCI w/ Poly),$110 -$163  (Glassdoor est.),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001to10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,,110000.0,163000.0,5001.0,10000.0
Weapons and Sensors Engineer/Scientist,$110 -$163  (Glassdoor est.),4.0,Dynetics,"Huntsville, AL","Huntsville, AL",1001to5000 ,1974.0,Company - Private,Aerospace & Defense,Aerospace & Defense,500000000.0,,110000.0,163000.0,1001.0,5000.0
Applied Computer Scientist,$110 -$163  (Glassdoor est.),4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201to500 ,2010.0,Company - Private,Aerospace & Defense,Aerospace & Defense,500000000.0,,110000.0,163000.0,201.0,500.0
Senior Data Analyst,$110 -$163  (Glassdoor est.),4.5,Novetta,"Herndon, VA","Mc Lean, VA",501to1000 ,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,500000000.0,"Leidos, CACI International, Booz Allen Hamilton",110000.0,163000.0,501.0,1000.0
Cloud Data Engineer (Azure),$110 -$163  (Glassdoor est.),3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ ,1933.0,Other Organization,Banks & Credit Unions,Finance,500000000.0,,110000.0,163000.0,10000.0,
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",$110 -$163  (Glassdoor est.),4.0,Exact Sciences Corporation,"Madison, WI","Madison, WI",1001to5000 ,1995.0,Company - Public,Health Care Services & Hospitals,Health Care,500000000.0,,110000.0,163000.0,1001.0,5000.0
Sr. Data Analyst,$110 -$163  (Glassdoor est.),3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201to500 ,1994.0,Company - Private,Health Care Services & Hospitals,Health Care,1000000000.0,,110000.0,163000.0,201.0,500.0
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$110 -$163  (Glassdoor est.),3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001to10000 ,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,2333333333.333333,,110000.0,163000.0,5001.0,10000.0
Senior Machine Learning Engineer,$110 -$163  (Glassdoor est.),5.0,LifeOmic,"Raleigh, NC","Indianapolis, IN",51to200 ,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,3666666666.6666665,,110000.0,163000.0,51.0,200.0
Product Data Scientist - Ads Data Science,$124 -$198  (Glassdoor est.),4.1,Twitter,"San Francisco, CA","San Francisco, CA",1001to5000 ,2006.0,Company - Public,Internet,Information Technology,5000000000.0,"Facebook, Google, Pinterest",124000.0,198000.0,1001.0,5000.0
Data Scientist,$124 -$198  (Glassdoor est.),3.2,Postmates - Corporate HQ,"San Francisco, CA","San Francisco, CA",1001to5000 ,2011.0,Company - Private,Express Delivery Services,Transportation & Logistics,2512500000.0,"DoorDash, Uber, Grubhub",124000.0,198000.0,1001.0,5000.0
Data Scientist,$124 -$198  (Glassdoor est.),4.9,"Visionist, Inc.","Columbia, MD","Columbia, MD",51to200 ,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,25000000.0,,124000.0,198000.0,51.0,200.0
Data Scientist,$124 -$198  (Glassdoor est.),,Navio,"San Mateo, CA","Half Moon Bay, CA",Unknown,,Unknown,,,21000000.0,,124000.0,198000.0,,
Data Scientist,$124 -$198  (Glassdoor est.),3.3,Concerto HealthAI,"Boston, MA","Boston, MA",201to500 ,2018.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,17000000.0,,124000.0,198000.0,201.0,500.0
Data Scientist,$124 -$198  (Glassdoor est.),,Evolvinc,"Burbank, CA","Los Angeles, CA",1to50 ,2005.0,Company - Private,IT Services,Information Technology,13000000.0,,124000.0,198000.0,1.0,50.0
Data Scientist,$124 -$198  (Glassdoor est.),5.0,PROPRIUS,"Sunnyvale, CA","London, United Kingdom",1to50 ,,Company - Private,Enterprise Software & Network Solutions,Information Technology,9000000.0,,124000.0,198000.0,1.0,50.0
Data Scientist,$124 -$198  (Glassdoor est.),3.4,TECHNOCRAFT Solutions,"San Ramon, CA","Hilliard, OH",1to50 ,,Company - Private,Advertising & Marketing,Business Services,5000000.0,,124000.0,198000.0,1.0,50.0
Data Scientist,$124 -$198  (Glassdoor est.),4.1,"Latitude, Inc.","Washington, DC","Hanover, MD",1to50 ,,Company - Private,Consulting,Business Services,5000000.0,,124000.0,198000.0,1.0,50.0
Data Scientist,$124 -$198  (Glassdoor est.),5.0,Royce Geospatial,"Springfield, VA","Arlington, VA",51to200 ,2014.0,Company - Private,Aerospace & Defense,Aerospace & Defense,25000000.0,,124000.0,198000.0,51.0,200.0
Data Scientist,$124 -$198  (Glassdoor est.),4.2,CyberCoders,"Phoenix, AZ","Irvine, CA",201to500 ,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,500000000.0,,124000.0,198000.0,201.0,500.0
Data Scientist,$124 -$198  (Glassdoor est.),3.7,Booz Allen Hamilton Inc.,"Oxnard, CA","Mc Lean, VA",10000+ ,1914.0,Company - Public,Consulting,Business Services,10000000000.0,"Accenture, Deloitte, PwC",124000.0,198000.0,10000.0,
Data Scientist,$124 -$198  (Glassdoor est.),3.8,Burns & McDonnell,"Kansas City, MO","Kansas City, MO",5001to10000 ,1898.0,Company - Private,Architectural & Engineering Services,Business Services,2000000000.0,"Bechtel Jacobs, Black & Veatch, HNTB",124000.0,198000.0,5001.0,10000.0
Data Scientist,$124 -$198  (Glassdoor est.),4.8,InvenTech Info,"Jersey City, NJ","Bengaluru, India",201to500 ,2010.0,Company - Private,IT Services,Information Technology,5000000.0,,124000.0,198000.0,201.0,500.0
Data Scientist,$124 -$198  (Glassdoor est.),3.5,Robert Half,"Manchester, NH","Menlo Park, CA",10000+ ,1948.0,Company - Public,Staffing & Outsourcing,Business Services,5000000000.0,"Adecco, Manpower",124000.0,198000.0,10000.0,
Analytics - Business Assurance Data Analyst,$124 -$198  (Glassdoor est.),4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501to1000 ,1992.0,Company - Private,Lending,Finance,500000000.0,,124000.0,198000.0,501.0,1000.0
Data Scientist,$124 -$198  (Glassdoor est.),4.5,Conflux Systems Inc.,"Winters, TX","Alpharetta, GA",1to50 ,,Company - Private,Accounting,Accounting & Legal,2750000000.0,,124000.0,198000.0,1.0,50.0
Data Scientist,$124 -$198  (Glassdoor est.),3.9,Criteo,"Ann Arbor, MI","Paris, France",1001to5000 ,2005.0,Company - Public,Internet,Information Technology,5000000000.0,"MediaMath, Conversant, AppNexus",124000.0,198000.0,1001.0,5000.0
Data Scientist,$124 -$198  (Glassdoor est.),3.4,Voice,"Brooklyn, NY",,Unknown,,Company - Private,,,2502500000.0,,124000.0,198000.0,,
Data Scientist,$124 -$198  (Glassdoor est.),,Microagility,"New York, NY","Princeton, NJ",1to50 ,,Company - Private,Consulting,Business Services,5000000.0,,124000.0,198000.0,1.0,50.0
Data Scientist,$124 -$198  (Glassdoor est.),4.1,Coverent,"McLean, VA","McLean, VA",51to200 ,2008.0,Company - Private,Consulting,Business Services,25000000.0,,124000.0,198000.0,51.0,200.0
Data Scientist,$79 -$133  (Glassdoor est.),3.7,Via Transportation,"New York, NY","New York, NY",501to1000 ,2012.0,Company - Private,Internet,Information Technology,15000000.0,,79000.0,133000.0,501.0,1000.0
Senior Data Scientist,$79 -$133  (Glassdoor est.),3.5,Benson Hill,"Saint Louis, MO","Saint Louis, MO",201to500 ,2012.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,5000000.0,,79000.0,133000.0,201.0,500.0
Data Scientist,$79 -$133  (Glassdoor est.),4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",51to200 ,,Company - Private,Consulting,Business Services,10000000.0,,79000.0,133000.0,51.0,200.0
Data Scientist,$79 -$133  (Glassdoor est.),,Falcon IT & Staffing Solutions,"Fort Belvoir, VA","Washington, DC",Unknown,,Company - Public,,,40000000.0,,79000.0,133000.0,,
Data Scientist,$79 -$133  (Glassdoor est.),,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",1to50 ,,Company - Private,,,70000000.0,,79000.0,133000.0,1.0,50.0
Data Engineer,$79 -$133  (Glassdoor est.),4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51to200 ,2008.0,Company - Private,Computer Hardware & Software,Information Technology,100000000.0,,79000.0,133000.0,51.0,200.0
Data Scientist,$79 -$133  (Glassdoor est.),3.6,DataLab USA,"Germantown, MD","Germantown, MD",51to200 ,,Company - Private,IT Services,Information Technology,2550000000.0,"Acxiom, Merkle, Epsilon (North Carolina)",79000.0,133000.0,51.0,200.0
Data Scientist,$79 -$133  (Glassdoor est.),3.1,Werner Enterprises Inc,"Omaha, NE","Omaha, NE",10000+ ,1956.0,Company - Public,Logistics & Supply Chain,Transportation & Logistics,5000000000.0,,79000.0,133000.0,10000.0,
Data Scientist,$79 -$133  (Glassdoor est.),5.0,PeopleCom,"McLean, VA","Reston, VA",1to50 ,,Company - Private,,,5000000.0,,79000.0,133000.0,1.0,50.0
Data Scientist - Machine Learning,$79 -$133  (Glassdoor est.),5.0,VANTA Partners,"Open Fork, VA","Clifton Park, NY",1to50 ,2018.0,Company - Private,Staffing & Outsourcing,Business Services,66875000.0,,79000.0,133000.0,1.0,50.0
Data Scientist,$79 -$133  (Glassdoor est.),,B4Corp,"Reston, VA","Leesburg, VA",51to200 ,,Company - Private,IT Services,Information Technology,128750000.0,,79000.0,133000.0,51.0,200.0
Data Scientist,$79 -$133  (Glassdoor est.),,"Blue Icy Water, LLC",United States,"Livonia, MI",1to50 ,,Company - Private,,,190625000.0,,79000.0,133000.0,1.0,50.0
Data Scientist,$79 -$133  (Glassdoor est.),3.5,"Farmer's Business Network, Inc.","San Carlos, CA","San Carlos, CA",201to500 ,2014.0,Company - Private,Farm Support Services,Agriculture & Forestry,252500000.0,,79000.0,133000.0,201.0,500.0
Data Scientist,$79 -$133  (Glassdoor est.),,Sonde Health,"Boston, MA","Boston, MA",1to50 ,,Private Practice / Firm,Health Care Services & Hospitals,Health Care,314375000.0,,79000.0,133000.0,1.0,50.0
Data Scientist,$79 -$133  (Glassdoor est.),5.0,Maxiom,"Ashburn, VA","Ashburn, VA",1to50 ,,Company - Public,,,376250000.0,,79000.0,133000.0,1.0,50.0
Data Scientist,$79 -$133  (Glassdoor est.),2.7,Change Healthcare,"Lombard, IL","Nashville, TN",10000+ ,2007.0,Company - Public,IT Services,Information Technology,438125000.0,,79000.0,133000.0,10000.0,
Data Scientist,$79 -$133  (Glassdoor est.),4.1,DCS Corp,"Hampton, VA","Alexandria, VA",1001to5000 ,1977.0,Company - Private,Research & Development,Business Services,500000000.0,,79000.0,133000.0,1001.0,5000.0
Data Scientist,$79 -$133  (Glassdoor est.),2.1,Hive (CA),"San Francisco, CA","Los Angeles, CA",Unknown,2019.0,Company - Private,Telecommunications Services,Telecommunications,350000000.0,,79000.0,133000.0,,
Machine Learning Engineer/Scientist,$79 -$133  (Glassdoor est.),4.8,Jane Street,"New York, NY","New York, NY",501to1000 ,2000.0,Company - Private,Investment Banking & Asset Management,Finance,200000000.0,,79000.0,133000.0,501.0,1000.0
Data Scientist - Intermediate,$69 -$116  (Glassdoor est.),4.5,Envision LLC,"Saint Louis, MO","Saint Louis, MO",201to500 ,1994.0,Company - Private,Staffing & Outsourcing,Business Services,50000000.0,,69000.0,116000.0,201.0,500.0
Principal Data Scientist,$69 -$116  (Glassdoor est.),4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001to10000 ,1982.0,Company - Public,Computer Hardware & Software,Information Technology,5000000000.0,,69000.0,116000.0,5001.0,10000.0
Data Scientist,$69 -$116  (Glassdoor est.),3.3,Hackensack Meridian Health,"Edison, NJ","Edison, NJ",10000+ ,,Nonprofit Organization,Health Care Services & Hospitals,Health Care,10000000000.0,,69000.0,116000.0,10000.0,
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",$69 -$116  (Glassdoor est.),3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ ,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,5250000000.0,,69000.0,116000.0,10000.0,
Data Scientist,$69 -$116  (Glassdoor est.),3.2,Net2Source Inc.,"Alpharetta, GA","Somerset, NJ",1001to5000 ,2007.0,Company - Private,Staffing & Outsourcing,Business Services,500000000.0,,69000.0,116000.0,1001.0,5000.0
Data Scientist,$69 -$116  (Glassdoor est.),3.2,The Trade Desk,"Boulder, CO","Ventura, CA",1001to5000 ,2009.0,Company - Public,Internet,Information Technology,350000000.0,,69000.0,116000.0,1001.0,5000.0
Data Scientist- Industrial Discrete Sector Industry,$69 -$116  (Glassdoor est.),3.7,IBM,"Atlanta, GA","Armonk, NY",10000+ ,1911.0,Company - Public,IT Services,Information Technology,200000000.0,"Amazon, Accenture, Microsoft",69000.0,116000.0,10000.0,
Data Scientist,$69 -$116  (Glassdoor est.),4.4,Knowesis Inc.,"Falls Church, VA","Fairfax, VA",51to200 ,2007.0,Company - Private,Consulting,Business Services,50000000.0,"Booz Allen Hamilton, Deloitte, ERPi",69000.0,116000.0,51.0,200.0
Data Scientist,$69 -$116  (Glassdoor est.),3.1,MoTek Technologies,"Mountain View, CA","San Jose, CA",1to50 ,2009.0,Company - Private,IT Services,Information Technology,5000000.0,,69000.0,116000.0,1.0,50.0
Data Scientist,$69 -$116  (Glassdoor est.),3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",10000+ ,1880.0,Self-employed,Timber Operations,Agriculture & Forestry,2000000000.0,"ACRT Services, Bartlett Tree Experts",69000.0,116000.0,10000.0,
Data Scientist,$69 -$116  (Glassdoor est.),3.5,HPOne,"Trumbull, CT","Trumbull, CT",501to1000 ,2006.0,Company - Private,Insurance Carriers,Insurance,100000000.0,,69000.0,116000.0,501.0,1000.0
Data Scientist,$69 -$116  (Glassdoor est.),,Stride Search,"San Francisco, CA","Westlake Village, CA",1to50 ,,Company - Private,,,200000000.0,,69000.0,116000.0,1.0,50.0
Machine Learning Engineer,$69 -$116  (Glassdoor est.),2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501to1000 ,1984.0,College / University,Colleges & Universities,Education,300000000.0,,69000.0,116000.0,501.0,1000.0
Data Scientist,$69 -$116  (Glassdoor est.),,Blue Cloak LLC,"Sterling, VA",,,,,,,400000000.0,,69000.0,116000.0,,
Data Scientist,$69 -$116  (Glassdoor est.),2.7,TBWA\Chiat\Day,"New York, NY","New York, NY",1001to5000 ,1968.0,Company - Public,Advertising & Marketing,Business Services,500000000.0,,69000.0,116000.0,1001.0,5000.0
Data Scientist,$69 -$116  (Glassdoor est.),3.5,ThreeBridge Solutions,"Alpharetta, GA","Minneapolis, MN",501to1000 ,2009.0,Company - Private,Consulting,Business Services,255000000.0,,69000.0,116000.0,501.0,1000.0
Data Scientist,$69 -$116  (Glassdoor est.),3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",1to50 ,,Company - Private,Staffing & Outsourcing,Business Services,10000000.0,,69000.0,116000.0,1.0,50.0
Data Analyst - Unilever Prestige,$69 -$116  (Glassdoor est.),3.8,Dermalogica,"Carson, CA","Carson, CA",201to500 ,1986.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,500000000.0,"IMAGE Skincare, Aveda, Kiehl's",69000.0,116000.0,201.0,500.0
Data Scientist,$69 -$116  (Glassdoor est.),4.2,Centraprise,"Foster City, CA","Edison, NJ",51to200 ,,Company - Private,IT Services,Information Technology,341666666.6666666,,69000.0,116000.0,51.0,200.0
Data Scientist,$69 -$116  (Glassdoor est.),4.8,TechProjects,"New York, NY","North Brunswick, NJ",1to50 ,2011.0,Company - Private,IT Services,Information Technology,183333333.3333333,,69000.0,116000.0,1.0,50.0
Data Scientist,$69 -$116  (Glassdoor est.),4.2,DW Simpson,"Frederick, MD","Chicago, IL",51to200 ,1989.0,Company - Private,Staffing & Outsourcing,Business Services,25000000.0,,69000.0,116000.0,51.0,200.0
Data & Machine Learning Scientist,$31 -$56  (Glassdoor est.),3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501to1000 ,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,62500000.0,,31000.0,56000.0,501.0,1000.0
Data Scientist,$31 -$56  (Glassdoor est.),4.0,Grid Dynamics,"Santa Clara, CA","San Ramon, CA",1001to5000 ,2006.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,100000000.0,"Luxoft, EPAM, Capgemini Invent",31000.0,56000.0,1001.0,5000.0
"VP, Data Science",$31 -$56  (Glassdoor est.),3.9,7Park Data,"New York, NY","New York, NY",51to200 ,2012.0,Company - Private,Research & Development,Business Services,300000000.0,,31000.0,56000.0,51.0,200.0
Senior Business Intelligence Analyst,$31 -$56  (Glassdoor est.),3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",1001to5000 ,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,500000000.0,,31000.0,56000.0,1001.0,5000.0
Data Scientist,$31 -$56  (Glassdoor est.),3.9,LinQuest,"Colorado Springs, CO","Los Angeles, CA",501to1000 ,2004.0,Company - Private,Aerospace & Defense,Aerospace & Defense,100000000.0,,31000.0,56000.0,501.0,1000.0
Data Engineer - Kafka,$31 -$56  (Glassdoor est.),3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ ,1970.0,Company - Public,Computer Hardware & Software,Information Technology,1733333333.3333333,"Seagate Technology, Toshiba",31000.0,56000.0,10000.0,
Data Scientist,$31 -$56  (Glassdoor est.),4.0,Trexquant Investment,United States,"Stamford, CT",1to50 ,2012.0,Company - Private,Investment Banking & Asset Management,Finance,3366666666.6666665,,31000.0,56000.0,1.0,50.0
Data Scientist,$31 -$56  (Glassdoor est.),3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1001to5000 ,1887.0,Company - Private,Insurance Agencies & Brokerages,Insurance,5000000000.0,,31000.0,56000.0,1001.0,5000.0
Data Scientist,$31 -$56  (Glassdoor est.),3.7,Fleetcor,"Atlanta, GA","Atlanta, GA",5001to10000 ,2000.0,Company - Public,Financial Transaction Processing,Finance,5000000000.0,,31000.0,56000.0,5001.0,10000.0
Data Scientist,$31 -$56  (Glassdoor est.),4.5,Radiant Digital,"Washington, DC","New York, NY",1to50 ,,Company - Private,,,2525000000.0,,31000.0,56000.0,1.0,50.0
Data Scientist,$31 -$56  (Glassdoor est.),2.8,Child Care Aware of America,"Arlington, VA","Arlington, VA",51to200 ,1987.0,Nonprofit Organization,Social Assistance,Non-Profit,50000000.0,,31000.0,56000.0,51.0,200.0
Data Scientist,$31 -$56  (Glassdoor est.),4.1,IntelliPro Group Inc.,"Santa Clara, CA","Santa Clara, CA",201to500 ,,Company - Private,,,25000000.0,,31000.0,56000.0,201.0,500.0
In-Line Inspection Data Analyst,$31 -$56  (Glassdoor est.),2.9,Quest Integrity,"Tulsa, OK","Kent, WA",201to500 ,1996.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",100000000.0,,31000.0,56000.0,201.0,500.0
Data Scientist,$31 -$56  (Glassdoor est.),4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",201to500 ,2002.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,500000000.0,"Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton",31000.0,56000.0,201.0,500.0
Data Scientist,$31 -$56  (Glassdoor est.),3.4,USI,"Southfield, MI","Saint Paul, MN",1001to5000 ,1998.0,Company - Private,Construction,"Construction, Repair & Maintenance",500000000.0,,31000.0,56000.0,1001.0,5000.0
Data Scientist,$31 -$56  (Glassdoor est.),3.9,Apex Systems,"San Francisco, CA","Glen Allen, VA",1001to5000 ,1995.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,5000000000.0,"TEKsystems, Insight Global, Accenture",31000.0,56000.0,1001.0,5000.0
